avg_degree,proportion_connected_nodes,avg_connectivity,dataset_agg,category
26.62267343485617,0.9847715736040608,13.031055572782993,nonLumpy,airplane
30.351973684210527,0.986842105263158,16.17984698546728,lumpy,airplane
21.485617597292723,0.9661590524534688,10.463460462563203,nonLumpy,bed
30.0531561461794,0.9617940199335548,15.658636305921192,lumpy,bed
15.64824120603015,0.8157453936348409,8.669684043450225,nonLumpy,bottle
31.10112359550562,0.8250401284109149,27.13896739359683,lumpy,bottle
16.343333333333334,0.9116666666666666,12.112844442930616,nonLumpy,camera
29.751677852349,0.8976510067114094,26.106366871072755,lumpy,camera
26.367816091954023,0.9950738916256158,9.842278051359097,nonLumpy,car
28.95172413793104,0.9982758620689656,9.144652716327878,lumpy,car
19.751633986928105,0.8382352941176471,17.765969623596742,nonLumpy,chair
29.502538071065988,0.8510998307952623,29.86271745984643,lumpy,chair
