"frame_info","MT_info","info_subj","info_obj","num_obj_num","obj_pos","obj_id"
"030FD_000025.jpg","030FD_1","030FD","chair","1","obj_id_id1","a"
"030FD_000025.jpg","030FD_1","030FD","chair","1","obj_id_id2",""
"030FD_000025.jpg","030FD_1","030FD","chair","1","obj_id_id3",""
"030FD_000100.jpg","030FD_1","030FD","chair","1","obj_id_id1","a"
"030FD_000100.jpg","030FD_1","030FD","chair","1","obj_id_id2",""
"030FD_000100.jpg","030FD_1","030FD","chair","1","obj_id_id3",""
"030FD_000125.jpg","030FD_1","030FD","chair","1","obj_id_id1","b"
"030FD_000125.jpg","030FD_1","030FD","chair","1","obj_id_id2",""
"030FD_000125.jpg","030FD_1","030FD","chair","1","obj_id_id3",""
"030FD_000150.jpg","030FD_1","030FD","chair","1","obj_id_id1","b"
"030FD_000150.jpg","030FD_1","030FD","chair","1","obj_id_id2",""
"030FD_000150.jpg","030FD_1","030FD","chair","1","obj_id_id3",""
"030FD_000175.jpg","030FD_1","030FD","chair","1","obj_id_id1","b"
"030FD_000175.jpg","030FD_1","030FD","chair","1","obj_id_id2",""
"030FD_000175.jpg","030FD_1","030FD","chair","1","obj_id_id3",""
"030FD_000225.jpg","030FD_1","030FD","chair","1","obj_id_id1","a"
"030FD_000225.jpg","030FD_1","030FD","chair","1","obj_id_id2",""
"030FD_000225.jpg","030FD_1","030FD","chair","1","obj_id_id3",""
"030FD_000300.jpg","030FD_1","030FD","chair","1","obj_id_id1","a"
"030FD_000300.jpg","030FD_1","030FD","chair","1","obj_id_id2",""
"030FD_000300.jpg","030FD_1","030FD","chair","1","obj_id_id3",""
"030FD_000400.jpg","030FD_1","030FD","chair","1","obj_id_id1","b"
"030FD_000400.jpg","030FD_1","030FD","chair","1","obj_id_id2",""
"030FD_000400.jpg","030FD_1","030FD","chair","1","obj_id_id3",""
"030FD_000425.jpg","030FD_1","030FD","chair","1","obj_id_id1","b"
"030FD_000425.jpg","030FD_1","030FD","chair","1","obj_id_id2",""
"030FD_000425.jpg","030FD_1","030FD","chair","1","obj_id_id3",""
"030FD_000500.jpg","030FD_1","030FD","chair","1","obj_id_id1","b"
"030FD_000500.jpg","030FD_1","030FD","chair","1","obj_id_id2",""
"030FD_000500.jpg","030FD_1","030FD","chair","1","obj_id_id3",""
"030FD_000525.jpg","030FD_1","030FD","chair","1","obj_id_id1","b"
"030FD_000525.jpg","030FD_1","030FD","chair","1","obj_id_id2",""
"030FD_000525.jpg","030FD_1","030FD","chair","1","obj_id_id3",""
"030FD_000575.jpg","030FD_1","030FD","chair","1","obj_id_id1","b"
"030FD_000575.jpg","030FD_1","030FD","chair","1","obj_id_id2",""
"030FD_000575.jpg","030FD_1","030FD","chair","1","obj_id_id3",""
"030FD_000600.jpg","030FD_1","030FD","chair","1","obj_id_id1","b"
"030FD_000600.jpg","030FD_1","030FD","chair","1","obj_id_id2",""
"030FD_000600.jpg","030FD_1","030FD","chair","1","obj_id_id3",""
"030FD_000650.jpg","030FD_1","030FD","chair","2","obj_id_id1","a"
"030FD_000650.jpg","030FD_1","030FD","chair","2","obj_id_id2","b"
"030FD_000650.jpg","030FD_1","030FD","chair","2","obj_id_id3",""
"030FD_000675.jpg","030FD_1","030FD","chair","2","obj_id_id1","a"
"030FD_000675.jpg","030FD_1","030FD","chair","2","obj_id_id2","b"
"030FD_000675.jpg","030FD_1","030FD","chair","2","obj_id_id3",""
"030FD_000700.jpg","030FD_1","030FD","chair","1","obj_id_id1","a"
"030FD_000700.jpg","030FD_1","030FD","chair","1","obj_id_id2",""
"030FD_000700.jpg","030FD_1","030FD","chair","1","obj_id_id3",""
"030FD_000750.jpg","030FD_1","030FD","chair","1","obj_id_id1","b"
"030FD_000750.jpg","030FD_1","030FD","chair","1","obj_id_id2",""
"030FD_000750.jpg","030FD_1","030FD","chair","1","obj_id_id3",""
"030FD_000775.jpg","030FD_1","030FD","chair","1","obj_id_id1","b"
"030FD_000775.jpg","030FD_1","030FD","chair","1","obj_id_id2",""
"030FD_000775.jpg","030FD_1","030FD","chair","1","obj_id_id3",""
"030FD_000800.jpg","030FD_1","030FD","chair","1","obj_id_id1","b"
"030FD_000800.jpg","030FD_1","030FD","chair","1","obj_id_id2",""
"030FD_000800.jpg","030FD_1","030FD","chair","1","obj_id_id3",""
"030FD_000875.jpg","030FD_1","030FD","chair","2","obj_id_id1","a"
"030FD_000875.jpg","030FD_1","030FD","chair","2","obj_id_id2","b"
"030FD_000875.jpg","030FD_1","030FD","chair","2","obj_id_id3",""
"030FD_000925.jpg","030FD_1","030FD","chair","2","obj_id_id1","a"
"030FD_000925.jpg","030FD_1","030FD","chair","2","obj_id_id2","b"
"030FD_000925.jpg","030FD_1","030FD","chair","2","obj_id_id3",""
"030FD_000950.jpg","030FD_1","030FD","chair","2","obj_id_id1","a"
"030FD_000950.jpg","030FD_1","030FD","chair","2","obj_id_id2","b"
"030FD_000950.jpg","030FD_1","030FD","chair","2","obj_id_id3",""
"030FD_001050.jpg","030FD_1","030FD","chair","2","obj_id_id1","a"
"030FD_001050.jpg","030FD_1","030FD","chair","2","obj_id_id2","b"
"030FD_001050.jpg","030FD_1","030FD","chair","2","obj_id_id3",""
"030FD_001125.jpg","030FD_1","030FD","chair","2","obj_id_id1","a"
"030FD_001125.jpg","030FD_1","030FD","chair","2","obj_id_id2","b"
"030FD_001125.jpg","030FD_1","030FD","chair","2","obj_id_id3",""
"030FD_001175.jpg","030FD_1","030FD","chair","2","obj_id_id1","a"
"030FD_001175.jpg","030FD_1","030FD","chair","2","obj_id_id2","b"
"030FD_001175.jpg","030FD_1","030FD","chair","2","obj_id_id3",""
"030FD_001200.jpg","030FD_1","030FD","chair","2","obj_id_id1","a"
"030FD_001200.jpg","030FD_1","030FD","chair","2","obj_id_id2","b"
"030FD_001200.jpg","030FD_1","030FD","chair","2","obj_id_id3",""
