train_acc,test_acc,dataset,seed
25.8,16.666666666666668,non-lumpy,10
41.53333333333333,25.333333333333332,non-lumpy,10
48.0,27.733333333333334,non-lumpy,10
51.2,34.86666666666667,non-lumpy,10
53.06666666666667,37.8,non-lumpy,10
57.46666666666667,38.53333333333333,non-lumpy,10
57.2,41.733333333333334,non-lumpy,10
59.93333333333333,42.333333333333336,non-lumpy,10
62.6,43.4,non-lumpy,10
62.8,44.8,non-lumpy,10
66.73333333333333,46.0,non-lumpy,10
67.06666666666666,46.6,non-lumpy,10
67.8,46.266666666666666,non-lumpy,10
68.8,48.666666666666664,non-lumpy,10
70.6,49.666666666666664,non-lumpy,10
71.73333333333333,49.13333333333333,non-lumpy,10
72.4,49.06666666666667,non-lumpy,10
73.46666666666667,51.266666666666666,non-lumpy,10
76.13333333333334,53.733333333333334,non-lumpy,10
74.53333333333333,51.6,non-lumpy,10
74.73333333333333,51.46666666666667,non-lumpy,10
75.0,51.666666666666664,non-lumpy,10
77.6,53.333333333333336,non-lumpy,10
76.33333333333333,56.06666666666667,non-lumpy,10
78.4,54.666666666666664,non-lumpy,10
78.2,55.333333333333336,non-lumpy,10
79.8,54.266666666666666,non-lumpy,10
82.2,55.53333333333333,non-lumpy,10
81.86666666666666,57.6,non-lumpy,10
80.6,55.93333333333333,non-lumpy,10
82.26666666666667,58.86666666666667,non-lumpy,10
82.8,57.266666666666666,non-lumpy,10
82.8,56.266666666666666,non-lumpy,10
82.0,57.266666666666666,non-lumpy,10
83.4,57.13333333333333,non-lumpy,10
84.13333333333334,59.86666666666667,non-lumpy,10
84.73333333333333,59.266666666666666,non-lumpy,10
85.66666666666667,61.6,non-lumpy,10
85.53333333333333,59.2,non-lumpy,10
84.33333333333333,57.666666666666664,non-lumpy,10
85.73333333333333,60.4,non-lumpy,10
87.93333333333334,60.6,non-lumpy,10
88.0,59.266666666666666,non-lumpy,10
86.8,61.13333333333333,non-lumpy,10
89.33333333333333,60.13333333333333,non-lumpy,10
87.13333333333334,61.0,non-lumpy,10
88.86666666666666,61.0,non-lumpy,10
88.8,59.46666666666667,non-lumpy,10
88.93333333333334,60.13333333333333,non-lumpy,10
89.0,60.733333333333334,non-lumpy,10
89.93333333333334,60.4,non-lumpy,10
89.26666666666667,60.2,non-lumpy,10
90.46666666666667,62.2,non-lumpy,10
90.46666666666667,60.733333333333334,non-lumpy,10
91.66666666666667,61.266666666666666,non-lumpy,10
91.13333333333334,63.333333333333336,non-lumpy,10
91.33333333333333,64.46666666666667,non-lumpy,10
91.13333333333334,63.06666666666667,non-lumpy,10
91.4,62.93333333333333,non-lumpy,10
92.73333333333333,63.2,non-lumpy,10
91.46666666666667,60.8,non-lumpy,10
92.4,63.53333333333333,non-lumpy,10
92.8,62.93333333333333,non-lumpy,10
93.93333333333334,62.0,non-lumpy,10
91.46666666666667,63.53333333333333,non-lumpy,10
92.86666666666666,62.46666666666667,non-lumpy,10
93.6,62.266666666666666,non-lumpy,10
93.86666666666666,64.93333333333334,non-lumpy,10
93.6,64.13333333333334,non-lumpy,10
93.8,63.0,non-lumpy,10
93.73333333333333,64.46666666666667,non-lumpy,10
93.53333333333333,64.33333333333333,non-lumpy,10
93.6,64.13333333333334,non-lumpy,10
93.6,62.06666666666667,non-lumpy,10
93.86666666666666,62.46666666666667,non-lumpy,10
94.26666666666667,63.13333333333333,non-lumpy,10
95.13333333333334,63.93333333333333,non-lumpy,10
94.8,65.6,non-lumpy,10
95.2,63.86666666666667,non-lumpy,10
94.13333333333334,64.26666666666667,non-lumpy,10
95.0,64.73333333333333,non-lumpy,10
95.13333333333334,66.2,non-lumpy,10
95.0,64.53333333333333,non-lumpy,10
95.33333333333333,63.6,non-lumpy,10
95.0,64.73333333333333,non-lumpy,10
95.86666666666666,64.46666666666667,non-lumpy,10
94.8,64.66666666666667,non-lumpy,10
95.8,62.06666666666667,non-lumpy,10
95.73333333333333,64.13333333333334,non-lumpy,10
95.06666666666666,64.93333333333334,non-lumpy,10
95.66666666666667,64.46666666666667,non-lumpy,10
96.53333333333333,64.53333333333333,non-lumpy,10
95.86666666666666,65.2,non-lumpy,10
95.93333333333334,64.4,non-lumpy,10
96.8,62.86666666666667,non-lumpy,10
96.0,66.13333333333334,non-lumpy,10
95.4,64.53333333333333,non-lumpy,10
97.0,64.66666666666667,non-lumpy,10
96.8,66.4,non-lumpy,10
96.0,65.46666666666667,non-lumpy,10
96.4,65.13333333333334,non-lumpy,10
