train_acc,test_acc,dataset,seed
23.866666666666667,16.666666666666668,lumpy,20
36.666666666666664,18.0,lumpy,20
40.8,29.133333333333333,lumpy,20
46.2,36.4,lumpy,20
47.93333333333333,38.266666666666666,lumpy,20
52.4,41.2,lumpy,20
53.733333333333334,42.333333333333336,lumpy,20
55.733333333333334,41.2,lumpy,20
57.06666666666667,44.0,lumpy,20
59.4,47.53333333333333,lumpy,20
61.733333333333334,46.13333333333333,lumpy,20
63.2,50.13333333333333,lumpy,20
65.2,47.6,lumpy,20
66.06666666666666,51.333333333333336,lumpy,20
65.53333333333333,49.8,lumpy,20
66.66666666666667,51.4,lumpy,20
69.26666666666667,53.46666666666667,lumpy,20
70.26666666666667,51.733333333333334,lumpy,20
71.53333333333333,53.0,lumpy,20
69.8,55.13333333333333,lumpy,20
71.26666666666667,56.4,lumpy,20
70.86666666666666,55.93333333333333,lumpy,20
74.13333333333334,55.333333333333336,lumpy,20
75.73333333333333,56.13333333333333,lumpy,20
75.13333333333334,53.4,lumpy,20
76.06666666666666,57.86666666666667,lumpy,20
76.2,58.666666666666664,lumpy,20
78.33333333333333,56.8,lumpy,20
77.6,58.2,lumpy,20
77.8,60.0,lumpy,20
79.86666666666666,59.266666666666666,lumpy,20
80.86666666666666,59.666666666666664,lumpy,20
81.53333333333333,61.06666666666667,lumpy,20
81.2,59.333333333333336,lumpy,20
80.73333333333333,59.06666666666667,lumpy,20
83.06666666666666,58.13333333333333,lumpy,20
83.73333333333333,59.46666666666667,lumpy,20
83.06666666666666,61.2,lumpy,20
83.4,60.53333333333333,lumpy,20
85.46666666666667,62.333333333333336,lumpy,20
85.13333333333334,62.266666666666666,lumpy,20
84.26666666666667,63.46666666666667,lumpy,20
85.2,61.333333333333336,lumpy,20
85.13333333333334,61.46666666666667,lumpy,20
85.26666666666667,62.333333333333336,lumpy,20
85.8,62.6,lumpy,20
86.66666666666667,64.6,lumpy,20
88.13333333333334,65.4,lumpy,20
89.93333333333334,63.733333333333334,lumpy,20
88.4,63.46666666666667,lumpy,20
88.33333333333333,64.66666666666667,lumpy,20
90.33333333333333,63.86666666666667,lumpy,20
89.73333333333333,63.06666666666667,lumpy,20
90.33333333333333,62.53333333333333,lumpy,20
89.53333333333333,64.66666666666667,lumpy,20
90.73333333333333,65.93333333333334,lumpy,20
90.0,63.666666666666664,lumpy,20
90.2,67.0,lumpy,20
90.73333333333333,65.33333333333333,lumpy,20
91.26666666666667,65.8,lumpy,20
92.4,65.86666666666666,lumpy,20
93.26666666666667,65.73333333333333,lumpy,20
91.33333333333333,66.4,lumpy,20
92.86666666666666,67.33333333333333,lumpy,20
92.06666666666666,65.66666666666667,lumpy,20
92.13333333333334,65.6,lumpy,20
92.8,65.86666666666666,lumpy,20
93.0,66.66666666666667,lumpy,20
93.06666666666666,66.06666666666666,lumpy,20
93.6,68.2,lumpy,20
94.0,67.06666666666666,lumpy,20
94.33333333333333,67.93333333333334,lumpy,20
94.06666666666666,68.4,lumpy,20
94.06666666666666,67.2,lumpy,20
94.46666666666667,68.53333333333333,lumpy,20
93.73333333333333,67.86666666666666,lumpy,20
93.93333333333334,66.46666666666667,lumpy,20
93.4,67.26666666666667,lumpy,20
95.4,68.13333333333334,lumpy,20
94.8,68.86666666666666,lumpy,20
94.0,66.86666666666666,lumpy,20
95.0,67.86666666666666,lumpy,20
95.26666666666667,66.0,lumpy,20
95.2,66.53333333333333,lumpy,20
95.86666666666666,67.46666666666667,lumpy,20
95.46666666666667,68.06666666666666,lumpy,20
96.2,68.33333333333333,lumpy,20
95.93333333333334,68.2,lumpy,20
94.6,69.2,lumpy,20
94.2,68.66666666666667,lumpy,20
95.86666666666666,67.2,lumpy,20
96.53333333333333,70.86666666666666,lumpy,20
96.53333333333333,68.86666666666666,lumpy,20
96.6,68.6,lumpy,20
96.2,68.26666666666667,lumpy,20
95.6,67.93333333333334,lumpy,20
95.73333333333333,69.13333333333334,lumpy,20
96.4,68.93333333333334,lumpy,20
97.13333333333334,68.86666666666666,lumpy,20
97.53333333333333,67.6,lumpy,20
96.4,69.0,lumpy,20
