avg_degree,proportion_connected_nodes,overall_avg_connectivity,subj,category
5.6375838926174495,0.9932885906040269,2.4919528787124605,030FD,bottle
33.40854700854701,1.0,26.897078796393863,030FD,bowl
28.730560578661844,1.0,23.100597531252458,030FD,chair
14.93385214007782,1.0,9.840041342412452,030FD,cup
9.065989847715736,1.0,4.776338961980732,030FD,door
2.950819672131148,0.9508196721311476,1.3428571428571427,030FD,spoon
39.66237942122186,1.0,32.08761928431997,030FD,table
20.604215456674478,1.0,15.548020362612837,030FD,window
4.188679245283019,1.0,2.365853658536585,031HW,bottle
3.8,0.9857142857142858,1.3876237623762375,031HW,bowl
7.553571428571429,0.9910714285714286,3.904668304668305,031HW,chair
3.294117647058824,0.8823529411764706,2.1686746987951806,031HW,cup
2.6296296296296298,0.9074074074074074,1.4152542372881356,031HW,door
2.391304347826087,0.9347826086956522,1.51,031HW,spoon
4.163265306122449,1.0,1.7669082125603863,031HW,table
0.4615384615384615,0.4615384615384615,1.0,031HW,window
3.6496350364963503,0.978102189781022,1.2783371224423514,032SR,bottle
1.8,0.75,3.0476190476190474,032SR,bowl
13.348314606741573,1.0,9.019205316662443,032SR,chair
2.9166666666666665,0.9583333333333334,1.5114285714285711,032SR,cup
2.3703703703703702,0.9074074074074074,1.4382022471910112,032SR,door
3.203883495145631,0.9611650485436892,1.3963503649635036,032SR,spoon
11.28780487804878,1.0,6.540506934481109,032SR,table
7.63,1.0,3.195929648241206,032SR,window
0.3636363636363636,0.3636363636363636,1.0,036MR,bottle
,,,036MR,bowl
2.731707317073171,0.902439024390244,1.5213675213675213,036MR,chair
0.9333333333333332,0.7333333333333333,1.4285714285714286,036MR,cup
0.896551724137931,0.6551724137931034,1.1304347826086956,036MR,door
,,,036MR,spoon
3.0,0.95,1.5708502024291495,036MR,table
0.8235294117647058,0.5882352941176471,1.3333333333333333,036MR,window
6.219512195121951,0.9878048780487804,2.730258302583026,037SM,bottle
17.059561128526646,1.0,12.500384456142426,037SM,bowl
11.935185185185183,1.0,7.194142980189492,037SM,chair
5.433962264150943,0.9905660377358492,2.7054945054945057,037SM,cup
1.962962962962963,0.8148148148148148,1.6503496503496504,037SM,door
10.471698113207546,1.0,5.857998748099794,037SM,spoon
39.24869565217392,1.0,31.834322072413272,037SM,table
6.388059701492537,0.9925373134328358,2.644679881521987,037SM,window
1.2272727272727273,0.7045454545454546,1.3846153846153846,038RB,bottle
7.3,1.0,3.440330188679245,038RB,bowl
22.01302931596091,1.0,16.887824402290775,038RB,chair
1.7142857142857142,0.7619047619047619,1.911764705882353,038RB,cup
1.68,0.76,1.6046511627906976,038RB,door
4.423076923076923,0.9903846153846154,1.6948051948051948,038RB,spoon
12.075829383886257,1.0,6.94931166779508,038RB,table
0.6,0.4666666666666667,1.3,038RB,window
1.911764705882353,0.8235294117647058,1.5502645502645502,039ED,bottle
4.146341463414634,0.9878048780487804,1.696738376127689,039ED,bowl
9.485714285714286,1.0,5.170329670329671,039ED,chair
,,,039ED,cup
4.16,1.0,1.7433831990794015,039ED,door
4.512195121951219,0.9878048780487804,1.595940959409594,039ED,spoon
13.502304147465438,1.0,8.418885475337088,039ED,table
7.452830188679245,0.9905660377358492,3.871794871794872,039ED,window
1.386138613861386,0.7425742574257426,1.3986928104575165,042MB,bottle
1.0769230769230769,0.8461538461538461,1.0,042MB,bowl
7.986013986013986,1.0,4.332808037033389,042MB,chair
1.2363636363636363,0.7272727272727273,1.3770491803278688,042MB,cup
2.0,0.7857142857142857,1.7777777777777777,042MB,door
2.0,0.76,2.1627906976744184,042MB,spoon
9.537254901960784,1.0,4.708815809788482,042MB,table
2.2666666666666666,0.8333333333333334,1.5,042MB,window
0.9333333333333332,0.7333333333333333,1.4285714285714286,045NA,bottle
3.0786516853932584,0.9775280898876404,1.8282967032967032,045NA,bowl
3.396551724137931,0.9741379310344828,1.6693409742120344,045NA,chair
4.63768115942029,0.9927536231884058,2.18404401650619,045NA,cup
1.103448275862069,0.6551724137931034,1.3333333333333333,045NA,door
4.066666666666666,0.9833333333333332,1.967359050445104,045NA,spoon
7.041666666666667,1.0,2.24956369982548,045NA,table
1.75,0.7916666666666666,1.6046511627906976,045NA,window
1.2093023255813953,0.6744186046511628,1.392156862745098,046TE,bottle
4.923076923076923,0.9871794871794872,1.8218463484034144,046TE,bowl
11.682242990654206,1.0,6.95169145715414,046TE,chair
3.8333333333333335,0.9907407407407408,1.975302154492906,046TE,cup
,,,046TE,door
0.9655172413793104,0.6551724137931034,1.2608695652173914,046TE,spoon
20.043478260869566,1.0,14.972336269314898,046TE,table
8.876712328767123,1.0,4.009341879267731,046TE,window
,,,033SE,bottle
2.1951219512195124,0.8536585365853658,1.5486111111111112,033SE,bowl
4.032786885245901,0.9836065573770492,1.9313550232391847,033SE,chair
2.216216216216216,0.8108108108108109,1.6470588235294117,033SE,cup
2.1904761904761907,0.8809523809523809,1.5448275862068963,033SE,door
2.066666666666667,0.7666666666666667,1.7887323943661972,033SE,spoon
2.775,0.95,1.9681528662420384,033SE,table
2.7884615384615383,0.971153846153846,1.300207039337474,033SE,window
,,,043MP,bottle
2.3773584905660377,0.9056603773584906,1.4226415094339622,043MP,bowl
4.6,0.9916666666666668,1.9032961046036505,043MP,chair
1.4615384615384617,0.75,1.9322033898305084,043MP,cup
1.8571428571428568,0.7857142857142857,1.5555555555555556,043MP,door
1.9285714285714288,0.8035714285714286,1.6458333333333333,043MP,spoon
1.8285714285714283,0.8428571428571429,1.453125,043MP,table
1.103448275862069,0.6551724137931034,1.3333333333333333,043MP,window
,,,041EC,bottle
,,,041EC,bowl
3.7948717948717943,0.9743589743589745,2.165991902834008,041EC,chair
0.5454545454545454,0.5454545454545454,1.0,041EC,cup
,,,041EC,door
,,,041EC,spoon
,,,041EC,table
1.5,0.875,1.75,041EC,window
,,,047MS,bottle
,,,047MS,bowl
2.604651162790698,0.9534883720930232,1.442016806722689,047MS,chair
0.5882352941176471,0.4411764705882353,1.25,047MS,cup
1.1666666666666667,0.6388888888888888,1.5526315789473684,047MS,door
,,,047MS,spoon
3.672727272727273,0.990909090909091,1.8366412213740455,047MS,table
7.161825726141079,0.995850622406639,2.743618402076724,047MS,window
