avg_degree,proportion_connected_nodes,overall_avg_connectivity,subj,category
1.342281879194631,0.5436241610738255,1.4611801242236024,030FD,bottle
4.943396226415095,0.9245283018867924,3.021978021978022,031HW,bottle
0.4963503649635036,0.3065693430656934,1.3333333333333333,032SR,bottle
,,,033SE,bottle
0.3636363636363636,0.3636363636363636,1.0,036MR,bottle
6.487804878048781,0.8170731707317073,3.8962037481979817,037SM,bottle
0.6363636363636364,0.3409090909090909,1.8823529411764703,038RB,bottle
0.9117647058823528,0.4558823529411764,1.9523809523809523,039ED,bottle
,,,041EC,bottle
0.198019801980198,0.1683168316831683,1.3,042MB,bottle
,,,043MP,bottle
1.4666666666666666,0.5333333333333333,2.769230769230769,045NA,bottle
0.2325581395348837,0.2325581395348837,1.0,046TE,bottle
,,,047MS,bottle
15.446153846153846,0.9076923076923076,7.218515181257945,030FD,bowl
5.857142857142857,0.8285714285714286,4.362275449101796,031HW,bowl
1.1,0.65,1.35,032SR,bowl
0.8292682926829268,0.4878048780487805,1.6,033SE,bowl
,,,036MR,bowl
7.272727272727272,0.8244514106583072,3.950486885503377,037SM,bowl
2.6125,0.74375,1.3695940567789864,038RB,bowl
1.853658536585366,0.6463414634146342,1.6584867075664622,039ED,bowl
,,,041EC,bowl
1.6923076923076923,0.8461538461538461,1.5263157894736843,042MB,bowl
0.981132075471698,0.490566037735849,1.3625,043MP,bowl
1.101123595505618,0.4831460674157303,1.5333333333333334,045NA,bowl
1.5384615384615383,0.532051282051282,1.5371549893842889,046TE,bowl
,,,047MS,bowl
11.6420233463035,0.8988326848249028,5.620047655587416,030FD,cup
5.0588235294117645,0.9117647058823528,2.9434889434889437,031HW,cup
1.5833333333333333,0.7083333333333334,1.1149425287356325,032SR,cup
1.027027027027027,0.7027027027027027,1.0769230769230769,033SE,cup
0.4,0.4,1.0,036MR,cup
2.207547169811321,0.6320754716981132,1.8207043756670225,037SM,cup
1.0,0.5714285714285714,1.3061224489795915,038RB,cup
,,,039ED,cup
0.3636363636363636,0.3636363636363636,1.0,041EC,cup
0.3272727272727272,0.2727272727272727,1.0,042MB,cup
0.5384615384615384,0.3461538461538461,1.2727272727272727,043MP,cup
1.3768115942028984,0.4927536231884058,1.8066825775656328,045NA,cup
3.203703703703704,0.7314814814814815,2.418544752092724,046TE,cup
0.0588235294117647,0.0588235294117647,1.0,047MS,cup
2.8527918781725887,0.649746192893401,2.4675816374822523,030FD,door
2.6666666666666665,0.7592592592592593,1.9282511210762328,031HW,door
1.7777777777777777,0.5740740740740741,2.198581560283688,032SR,door
0.9523809523809524,0.4047619047619047,1.530612244897959,033SE,door
0.4827586206896552,0.2758620689655172,1.875,036MR,door
0.3333333333333333,0.2962962962962963,1.0,037SM,door
0.24,0.24,1.0,038RB,door
4.0,0.88,2.246676514032496,039ED,door
,,,041EC,door
0.5,0.3928571428571428,1.0,042MB,door
0.7142857142857143,0.3928571428571428,2.090909090909091,043MP,door
0.2068965517241379,0.2068965517241379,1.0,045NA,door
,,,046TE,door
0.2222222222222222,0.1388888888888889,1.75,047MS,door
9.466042154566743,0.7985948477751756,4.809914648873242,030FD,window
0.1538461538461538,0.1538461538461538,1.0,031HW,window
1.62,0.62,1.2863163113534952,032SR,window
0.5576923076923077,0.3846153846153846,1.4102564102564104,033SE,window
0.5882352941176471,0.4117647058823529,1.6,036MR,window
2.4776119402985075,0.6119402985074627,1.9761646803900328,037SM,window
0.3333333333333333,0.2333333333333333,1.6,038RB,window
6.018867924528302,0.8207547169811321,3.3676413255360624,039ED,window
0.375,0.25,1.0,041EC,window
1.2,0.7,1.1923076923076923,042MB,window
0.8275862068965517,0.5517241379310345,1.411764705882353,043MP,window
0.4166666666666667,0.3333333333333333,1.0,045NA,window
3.470319634703196,0.6666666666666666,2.566122098022356,046TE,window
1.3112033195020747,0.5352697095435685,1.6349104859335035,047MS,window
12.795660036166366,0.9041591320072332,5.998858546037044,030FD,chair
12.053571428571429,0.9196428571428572,6.857651950108889,031HW,chair
5.50561797752809,0.8014981273408239,3.6511726562026543,032SR,chair
1.4262295081967211,0.6639344262295082,1.4251207729468598,033SE,chair
