avg_degree,proportion_connected_nodes,overall_avg_connectivity,subj,category
3.9731543624161074,0.9798657718120806,1.345307917888563,030FD,bottle
15.20754716981132,1.0,9.71044992743106,031HW,bottle
1.635036496350365,0.8029197080291971,1.4640287769784173,032SR,bottle
,,,033SE,bottle
2.1818181818181817,1.0,1.2903225806451613,036MR,bottle
6.658536585365853,0.9878048780487804,2.9703703703703703,037SM,bottle
2.0454545454545454,0.8409090909090909,1.8125,038RB,bottle
0.2647058823529412,0.25,1.0,039ED,bottle
,,,041EC,bottle
0.198019801980198,0.198019801980198,1.0,042MB,bottle
,,,043MP,bottle
,,,045NA,bottle
3.255813953488372,0.9767441860465116,1.7142857142857142,046TE,bottle
,,,047MS,bottle
60.76239316239316,1.0,49.29022948132537,030FD,bowl
3.7142857142857135,0.9857142857142858,1.350990099009901,031HW,bowl
1.7,0.7,3.263157894736842,032SR,bowl
0.8292682926829268,0.5853658536585366,1.2608695652173914,033SE,bowl
,,,036MR,bowl
12.263322884012538,1.0,8.104039746850416,037SM,bowl
13.525,1.0,8.833962264150943,038RB,bowl
3.414634146341464,0.9878048780487804,2.085308056872038,039ED,bowl
,,,041EC,bowl
1.0769230769230769,0.8461538461538461,1.0,042MB,bowl
6.716981132075472,1.0,2.2358490566037736,043MP,bowl
0.4719101123595505,0.4044943820224719,1.125,045NA,bowl
7.833333333333333,1.0,4.108684863523573,046TE,bowl
,,,047MS,bowl
26.13229571984436,1.0,19.31620865758755,030FD,cup
5.470588235294118,0.9411764705882352,2.125,031HW,cup
2.958333333333333,0.9583333333333334,1.52,032SR,cup
1.837837837837838,0.7837837837837838,1.5555555555555556,033SE,cup
7.066666666666666,1.0,5.485714285714286,036MR,cup
4.2075471698113205,0.9905660377358492,1.2689379520365434,037SM,cup
0.6666666666666666,0.4523809523809524,1.3333333333333333,038RB,cup
,,,039ED,cup
2.5454545454545454,1.0,1.5483870967741935,041EC,cup
0.2909090909090909,0.2727272727272727,1.0,042MB,cup
1.4615384615384617,0.75,1.9322033898305084,043MP,cup
0.7101449275362319,0.5434782608695652,1.1764705882352942,045NA,cup
5.796296296296297,0.9907407407407408,2.921883265737965,046TE,cup
1.1176470588235294,0.5882352941176471,1.5151515151515151,047MS,cup
30.751269035533,1.0,23.775976380399875,030FD,door
22.85185185185185,1.0,17.15373864430468,031HW,door
4.481481481481482,1.0,1.7852348993288591,032SR,door
7.571428571428571,1.0,3.808362369337979,033SE,door
2.5517241379310347,0.8620689655172413,2.0789473684210527,036MR,door
7.407407407407407,1.0,3.544374563242488,037SM,door
2.0,0.76,2.1627906976744184,038RB,door
5.12,1.0,2.102416570771001,039ED,door
,,,041EC,door
1.2142857142857142,0.6785714285714286,1.4814814814814814,042MB,door
4.142857142857143,0.8928571428571429,2.5384615384615383,043MP,door
0.2068965517241379,0.1724137931034483,1.0,045NA,door
,,,046TE,door
3.388888888888889,0.9166666666666666,2.197802197802198,047MS,door
35.377049180327866,1.0,27.860331387230488,030FD,window
3.692307692307693,1.0,1.8846153846153848,031HW,window
4.51,0.985,1.2023329176142616,032SR,window
5.307692307692308,0.9903846153846154,2.27524669326055,033SE,window
2.588235294117647,0.9411764705882352,1.893617021276596,036MR,window
18.62686567164179,1.0,12.736168780159351,037SM,window
0.6666666666666666,0.5,1.25,038RB,window
2.7735849056603774,0.9716981132075472,1.296523517382413,039ED,window
1.375,0.8125,2.0,041EC,window
0.8666666666666667,0.6333333333333333,1.1304347826086956,042MB,window
2.7586206896551726,0.8620689655172413,2.223684210526316,043MP,window
0.6666666666666666,0.4583333333333333,1.3,045NA,window
17.680365296803654,1.0,12.148967366260315,046TE,window
7.784232365145228,1.0,3.364829114829115,047MS,window
61.74683544303797,1.0,50.22989883900726,030FD,chair
13.303571428571429,1.0,8.757400257400258,031HW,chair
15.453183520599252,1.0,10.59221086423925,032SR,chair
4.295081967213115,0.9918032786885246,2.036039188243527,033SE,chair
9.46341463414634,1.0,5.160975609756098,036MR,chair
33.97222222222222,1.0,25.9312661498708,037SM,chair
