avg_degree,proportion_connected_nodes,overall_avg_connectivity,subj,category
0.2818791946308724,0.1812080536912751,1.6,030FD,bottle
6.716981132075472,0.9056603773584906,4.96579476861167,031HW,bottle
0.437956204379562,0.2481751824817518,1.5625,032SR,bottle
,,,033SE,bottle
1.0909090909090908,0.5454545454545454,2.0,036MR,bottle
1.5365853658536586,0.4634146341463415,2.286458333333333,037SM,bottle
1.2727272727272727,0.3863636363636363,2.232142857142857,038RB,bottle
0.2352941176470588,0.1470588235294117,1.75,039ED,bottle
,,,041EC,bottle
,,,042MB,bottle
,,,043MP,bottle
,,,045NA,bottle
0.4186046511627907,0.2325581395348837,2.333333333333333,046TE,bottle
,,,047MS,bottle
15.28888888888889,0.7247863247863248,8.799568594963816,030FD,bowl
1.0571428571428572,0.5571428571428572,1.9827586206896552,031HW,bowl
0.2,0.2,1.0,032SR,bowl
0.048780487804878,0.048780487804878,1.0,033SE,bowl
,,,036MR,bowl
2.238244514106583,0.3949843260188088,2.320612738511153,037SM,bowl
7.225,0.675,6.340438677788075,038RB,bowl
0.926829268292683,0.3902439024390244,1.683673469387755,039ED,bowl
,,,041EC,bowl
0.3076923076923077,0.3076923076923077,1.0,042MB,bowl
1.471698113207547,0.4716981132075472,2.421052631578948,043MP,bowl
0.6067415730337079,0.2921348314606741,2.5,045NA,bowl
1.2564102564102564,0.3012820512820512,5.301136363636363,046TE,bowl
,,,047MS,bowl
3.883268482490272,0.5525291828793775,4.187796208530806,030FD,cup
2.176470588235294,0.6764705882352942,1.870503597122302,031HW,cup
2.208333333333333,0.5,2.59375,032SR,cup
,,,033SE,cup
2.4,0.8666666666666667,2.269230769230769,036MR,cup
0.6415094339622641,0.2075471698113207,2.4411764705882355,037SM,cup
0.1428571428571428,0.1428571428571428,1.0,038RB,cup
,,,039ED,cup
2.1818181818181817,1.0,1.7894736842105263,041EC,cup
,,,042MB,cup
0.3461538461538461,0.2115384615384615,1.5384615384615383,043MP,cup
0.4492753623188406,0.2246376811594203,1.62,045NA,cup
1.5925925925925926,0.25,6.824427480916031,046TE,cup
0.7058823529411765,0.2941176470588235,1.6206896551724137,047MS,cup
9.98984771573604,0.7614213197969543,6.837971161143435,030FD,door
11.555555555555555,0.9814814814814816,5.7757619738751815,031HW,door
0.8888888888888888,0.3703703703703703,3.1724137931034484,032SR,door
5.9523809523809526,0.7857142857142857,7.960396039603961,033SE,door
1.1724137931034482,0.5172413793103449,2.833333333333333,036MR,door
3.4074074074074074,0.5925925925925926,3.4383561643835616,037SM,door
0.16,0.16,1.0,038RB,door
5.08,0.64,4.985915492957746,039ED,door
,,,041EC,door
0.2142857142857142,0.2142857142857142,1.0,042MB,door
0.6428571428571429,0.3571428571428571,1.4615384615384617,043MP,door
,,,045NA,door
,,,046TE,door
1.7222222222222223,0.5833333333333334,3.0869565217391304,047MS,door
8.379391100702577,0.6135831381733021,7.090360726230292,030FD,window
